,id,pts,offset
60 Ave & Fresh Pond Rd-Fresh Pond Rd & Flushing Ave,8027,2,16054
60 Ave & Fresh Pond Rd-Fairview Ave & Linden St,8028,2,16056
60 Ave & Fresh Pond Rd-Eliot Ave & 60 Ln,8029,2,16058
60 Ave & Fresh Pond Rd-Bleecker St & Forest Ave,8030,2,16060
60 Ave & Fresh Pond Rd-61 St & 60 Ln,8031,2,16062
60 Ave & Fresh Pond Rd-60 St & 60 Rd,8032,2,16064
60 Ave & Fresh Pond Rd-Fresh Pond Rd & 69 Ave,8033,2,16066
Center Blvd & 48 Ave-Center Blvd & 51 Ave,8034,2,16068
Center Blvd & 48 Ave-Vernon Blvd & 50 Ave,8035,2,16070
Center Blvd & 48 Ave-44 Dr & Jackson Ave,8036,2,16072
Center Blvd & 48 Ave-Jackson Ave & 46 Rd,8037,2,16074
Center Blvd & 48 Ave-45 Ave & 21 St,8038,2,16076
Center Blvd & 48 Ave-Queens Plaza North & Crescent St,8039,2,16078
Center Blvd & 48 Ave-46 Ave & 5 St,8040,2,16080
Center Blvd & 48 Ave-45 Rd & 11 St,8041,2,16082
Center Blvd & 48 Ave-Wythe Ave & Metropolitan Ave,8042,2,16084
Center Blvd & 48 Ave-49 Ave & 21 St,8043,2,16086
47 Ave & Skillman Ave-49 Ave & 21 St,8044,2,16088
47 Ave & Skillman Ave-48 Ave & 41 St,8045,2,16090
47 Ave & Skillman Ave-47 Ave & 31 St,8046,2,16092
47 Ave & Skillman Ave-Vernon Blvd & 50 Ave,8047,2,16094
47 Ave & Skillman Ave-31 St & Thomson Ave,8048,2,16096
47 Ave & Skillman Ave-48 Ave & 5 St,8049,2,16098
47 Ave & Skillman Ave-28 St & 41 Ave,8050,2,16100
47 Ave & Skillman Ave-33 St & 47 Ave,8051,2,16102
47 Ave & Skillman Ave-46 Ave & 5 St,8052,2,16104
47 Ave & Skillman Ave-44 Dr & Jackson Ave,8053,2,16106
Ashland Pl & Dekalb Ave-Adelphi St & Myrtle Ave,8054,2,16108
Ashland Pl & Dekalb Ave-Front St & Gold St,8055,2,16110
Ashland Pl & Dekalb Ave-Clinton Ave & Myrtle Ave,8056,2,16112
Ashland Pl & Dekalb Ave-Willoughby St & Ashland Pl,8057,2,16114
Ashland Pl & Dekalb Ave-Washington Park,8058,2,16116
Ashland Pl & Dekalb Ave-Lawrence St & Willoughby St,8059,2,16118
Ashland Pl & Dekalb Ave-Emerson Pl & Myrtle Ave,8060,2,16120
Ashland Pl & Dekalb Ave-Carlton Ave & Park Ave,8061,2,16122
Ashland Pl & Dekalb Ave-Hanson Pl & Ashland Pl,8062,2,16124
Ashland Pl & Dekalb Ave-Willoughby Ave & Hall St,8063,2,16126
W 95 St & Broadway-Columbus Ave & W 95 St,8064,2,16128
W 95 St & Broadway-W 84 St & Broadway,8065,2,16130
W 95 St & Broadway-W 100 St & Broadway,8066,2,16132
W 95 St & Broadway-Amsterdam Ave & W 79 St,8067,2,16134
W 95 St & Broadway-W 106 St & Amsterdam Ave,8068,2,16136
W 95 St & Broadway-W 100 St & Manhattan Ave,8069,2,16138
W 95 St & Broadway-W 87 St & West End Ave,8070,2,16140
W 95 St & Broadway-West End Ave & W 107 St,8071,2,16142
W 95 St & Broadway-Cathedral Pkwy & Broadway,8072,2,16144
W 95 St & Broadway-Central Park W & W 91 St,8073,2,16146
Putnam Ave & Nostrand Ave-Macon St & Nostrand Ave,8074,2,16148
Putnam Ave & Nostrand Ave-Wythe Ave & Metropolitan Ave,8075,2,16150
Putnam Ave & Nostrand Ave-Brooklyn Ave & Prospect Pl,8076,2,16152
Putnam Ave & Nostrand Ave-Hanson Pl & Ashland Pl,8077,2,16154
Putnam Ave & Nostrand Ave-Lawrence St & Willoughby St,8078,2,16156
Putnam Ave & Nostrand Ave-Centre St & Chambers St,8079,2,16158
Putnam Ave & Nostrand Ave-Lafayette Ave & St James Pl,8080,2,16160
Putnam Ave & Nostrand Ave-Greene Ave & Nostrand Ave,8081,2,16162
Putnam Ave & Nostrand Ave-Grand Ave & Bergen St,8082,2,16164
Putnam Ave & Nostrand Ave-Dean St & Franklin Ave,8083,2,16166
Maiden Ln & Pearl St-William St & Pine St,8084,2,16168
Maiden Ln & Pearl St-Liberty St & Broadway,8085,2,16170
Maiden Ln & Pearl St-Fulton St & William St,8086,2,16172
Maiden Ln & Pearl St-Grand St & Elizabeth St,8087,2,16174
Maiden Ln & Pearl St-West St & Liberty St,8088,2,16176
Maiden Ln & Pearl St-Clinton St & Grand St,8089,2,16178
Maiden Ln & Pearl St-Vesey St & Church St,8090,2,16180
Maiden Ln & Pearl St-Cliff St & Fulton St,8091,2,16182
Maiden Ln & Pearl St-Fulton St & Broadway,8092,2,16184
Maiden Ln & Pearl St-North Moore St & Greenwich St,8093,2,16186
57 Rd & 59 St-Pacific St & Thomas S. Boyland St,8094,2,16188
57 Rd & 59 St-Menahan St & Seneca Ave,8095,2,16190
57 Rd & 59 St-Jefferson St & Cypress Ave,8096,2,16192
57 Rd & 59 St-56 Dr & 59 St,8097,2,16194
57 Rd & 59 St-56 Dr & 61 St,8098,2,16196
57 Rd & 59 St-57 St & Grand Ave,8099,2,16198
57 Rd & 59 St-Knickerbocker Ave & Thames St,8100,2,16200
57 Rd & 59 St-34 Ave & 38 St,8101,2,16202
57 Rd & 59 St-5 St & 51 Ave,8102,2,16204
57 Rd & 59 St-64 St & 53 Dr,8103,2,16206
E 106 St & Lexington Ave-E 106 St & Madison Ave,8104,2,16208
E 106 St & Lexington Ave-E 115 St & Lexington Ave,8105,2,16210
E 106 St & Lexington Ave-2 Ave & E 96 St,8106,2,16212
E 106 St & Lexington Ave-E 106 St & 1 Ave,8107,2,16214
E 106 St & Lexington Ave-Pleasant Ave & E 116 St,8108,2,16216
E 106 St & Lexington Ave-3 Ave & E 112 St,8109,2,16218
E 106 St & Lexington Ave-Madison Ave & E 99 St,8110,2,16220
E 106 St & Lexington Ave-1 Ave & E 110 St,8111,2,16222
E 106 St & Lexington Ave-2 Ave & E 99 St,8112,2,16224
E 106 St & Lexington Ave-E 103 St & Lexington Ave,8113,2,16226
Coffey St & Conover St-Smith St & 9 St,8114,2,16228
Coffey St & Conover St-Court St & State St,8115,2,16230
Coffey St & Conover St-Carroll St & Columbia St,8116,2,16232
Coffey St & Conover St-Congress St & Clinton St,8117,2,16234
Coffey St & Conover St-Columbia St & Degraw St,8118,2,16236
Coffey St & Conover St-Congress St & Hicks St,8119,2,16238
Coffey St & Conover St-Carroll St & Smith St,8120,2,16240
Coffey St & Conover St-Clinton St & Joralemon St,8121,2,16242
Coffey St & Conover St-Smith St & 3 St,8122,2,16244
Coffey St & Conover St-Atlantic Ave & Furman St,8123,2,16246
W Broadway & Spring St-University Pl & E 14 St,8124,2,16248
W Broadway & Spring St-W 22 St & 10 Ave,8125,2,16250
W Broadway & Spring St-Grand St & Elizabeth St,8126,2,16252
W Broadway & Spring St-Murray St & West St,8127,2,16254
W Broadway & Spring St-W 27 St & 7 Ave,8128,2,16256
W Broadway & Spring St-LaGuardia Pl & W 3 St,8129,2,16258
W Broadway & Spring St-Bleecker St & Crosby St,8130,2,16260
W Broadway & Spring St-Cleveland Pl & Spring St,8131,2,16262
W Broadway & Spring St-E 11 St & 1 Ave,8132,2,16264
W Broadway & Spring St-University Pl & E 8 St,8133,2,16266
Putnam Ave & Ralph Ave-Putnam Ave & Throop Ave,8134,2,16268
Putnam Ave & Ralph Ave-Monroe St & Patchen Ave,8135,2,16270
Putnam Ave & Ralph Ave-Hancock St & Malcolm X Blvd,8136,2,16272
Putnam Ave & Ralph Ave-Hancock St & Stuyvesant Ave,8137,2,16274
Putnam Ave & Ralph Ave-Wilson Ave & Moffat St,8138,2,16276
Putnam Ave & Ralph Ave-Ralph Ave & Fulton St,8139,2,16278
Putnam Ave & Ralph Ave-Monroe St & Classon Ave,8140,2,16280
Putnam Ave & Ralph Ave-Park Ave & Marcus Garvey Blvd,8141,2,16282
Putnam Ave & Ralph Ave-Suydam St & Knickerbocker Ave,8142,2,16284
Putnam Ave & Ralph Ave-Halsey St & Ralph Ave,8143,2,16286
Kingston Ave & Carroll St-Kingston Ave & Montgomery St,8144,2,16288
Kingston Ave & Carroll St-Eastern Pkwy & Kingston Ave,8145,2,16290
Kingston Ave & Carroll St-Albany Ave & Carroll St,8146,2,16292
Kingston Ave & Carroll St-Eastern Pkwy & Brooklyn Ave,8147,2,16294
Kingston Ave & Carroll St-Eastern Pkwy & Nostrand Ave,8148,2,16296
Kingston Ave & Carroll St-Midwood St & Kingston Ave,8149,2,16298
Kingston Ave & Carroll St-Eastern Pkwy & Troy Ave,8150,2,16300
Kingston Ave & Carroll St-Schenectady Ave & President St,8151,2,16302
Kingston Ave & Carroll St-Albany Ave & Park Pl,8152,2,16304
Kingston Ave & Carroll St-Eastern Pkwy & Franklin Ave,8153,2,16306
John St & William St-Fulton St & William St,8154,2,16308
John St & William St-Vesey St & Church St,8155,2,16310
John St & William St-Cliff St & Fulton St,8156,2,16312
John St & William St-Centre St & Chambers St,8157,2,16314
John St & William St-West St & Liberty St,8158,2,16316
John St & William St-Fulton St & Broadway,8159,2,16318
John St & William St-Water St &  Fletcher St,8160,2,16320
John St & William St-Nevins St & Schermerhorn St,8161,2,16322
John St & William St-William St & Pine St,8162,2,16324
John St & William St-Clinton St & Cherry St,8163,2,16326
65 Pl & Woodside Ave-61 St & Woodside Ave,8164,2,16328
65 Pl & Woodside Ave-50 Ave & 65 St,8165,2,16330
65 Pl & Woodside Ave-72 St & Woodside Ave,8166,2,16332
65 Pl & Woodside Ave-Skillman Ave & 54 St,8167,2,16334
65 Pl & Woodside Ave-72 St & 41 Ave,8168,2,16336
65 Pl & Woodside Ave-Tyler Ave & Maurice Ave,8169,2,16338
65 Pl & Woodside Ave-64 St & 51 Ave,8170,2,16340
65 Pl & Woodside Ave-61 St & Queens Blvd,8171,2,16342
65 Pl & Woodside Ave-31 St & Broadway,8172,2,16344
Amsterdam Ave & W 152 St-W 148 St & Amsterdam Ave,8173,2,16346
Amsterdam Ave & W 152 St-St Nicholas Ave & W 150 St,8174,2,16348
Amsterdam Ave & W 152 St-E 85 St & 3 Ave,8175,2,16350
Amsterdam Ave & W 152 St-W 145 St & Amsterdam Ave,8176,2,16352
Amsterdam Ave & W 152 St-St Nicholas Ave & Manhattan Ave,8177,2,16354
Amsterdam Ave & W 152 St-W 180 St & Ft Washington Ave,8178,2,16356
Amsterdam Ave & W 152 St-Convent Ave & W 135 St,8179,2,16358
Amsterdam Ave & W 152 St-St. Nicholas Ave & W 126 St,8180,2,16360
Amsterdam Ave & W 152 St-W 168th S & Fort Washington Ave,8181,2,16362
Amsterdam Ave & W 152 St-Nelson Ave & W 172 St,8182,2,16364
Harman St & Seneca Ave-Wyckoff Av & Stanhope St,8183,2,16366
Harman St & Seneca Ave-Bergen St & Vanderbilt Ave,8184,2,16368
Harman St & Seneca Ave-Irving Ave & Harman St,8185,2,16370
Harman St & Seneca Ave-Menahan St & Seneca Ave,8186,2,16372
Harman St & Seneca Ave-Wilson Ave & Troutman St,8187,2,16374
Harman St & Seneca Ave-Wyckoff Av & Jefferson St,8188,2,16376
Harman St & Seneca Ave-Madison St & Seneca Ave,8189,2,16378
Harman St & Seneca Ave-Wyckoff Ave & Gates Ave,8190,2,16380
Harman St & Seneca Ave-Central Ave & Starr Street,8191,2,16382
Harman St & Seneca Ave-Hart St & Wyckoff Ave,8192,2,16384
W 211 St & 10 Ave-10 Ave & W 215 St,8193,2,16386
W 211 St & 10 Ave-Broadway & W 192 St,8194,2,16388
W 211 St & 10 Ave-W 204 St & Nagle Ave,8195,2,16390
W 211 St & 10 Ave-10 Ave & W 207 St,8196,2,16392
W 211 St & 10 Ave-Seaman Ave & Beak St,8197,2,16394
W 211 St & 10 Ave-Isham St & Broadway,8198,2,16396
W 211 St & 10 Ave-W 225 St & Exterior St,8199,2,16398
W 211 St & 10 Ave-St. Nicholas Ave & W 155 St,8200,2,16400
W 211 St & 10 Ave-E 161 St & Park Ave,8201,2,16402
W 211 St & 10 Ave-Broadway & W 220 St,8202,2,16404
Washington St & Laight St-Greenwich St & Hubert St,8203,2,16406
Washington St & Laight St-North Moore St & Greenwich St,8204,2,16408
Washington St & Laight St-West St & Chambers St,8205,2,16410
Washington St & Laight St-Murray St & Greenwich St,8206,2,16412
Washington St & Laight St-West St & Liberty St,8207,2,16414
Washington St & Laight St-Pier 40 - Hudson River Park,8208,2,16416
Washington St & Laight St-Watts St & Greenwich St,8209,2,16418
Washington St & Laight St-West Thames St,8210,2,16420
Washington St & Laight St-Vesey St & Church St,8211,2,16422
Washington St & Laight St-Greenwich St & W Houston St,8212,2,16424
Walton Ave & E 176 St-E 174 St & Walton Ave,8213,2,16426
Walton Ave & E 176 St-Cauldwell Ave & E 161 St,8214,2,16428
Walton Ave & E 176 St-Featherbed Ln & Jerome Ave,8215,2,16430
Walton Ave & E 176 St-Plaza Dr & W 170 St,8216,2,16432
Walton Ave & E 176 St-E 188 St & Creston Ave,8217,2,16434
Walton Ave & E 176 St-E 170 St & Sheridan Ave,8218,2,16436
Walton Ave & E 176 St-Convent Ave & W 135 St,8219,2,16438
Walton Ave & E 176 St-Grand Concourse & E 175 St,8220,2,16440
Walton Ave & E 176 St-Morris Ave & E Burnside Ave,8221,2,16442
Walton Ave & E 176 St-Mount Eden Pkwy & Eastburn Ave,8222,2,16444
Steinway St & 19 Ave-31 St & 23 Ave,8223,2,16446
Steinway St & 19 Ave-35 St & 30 Ave,8224,2,16448
Steinway St & 19 Ave-36 St & Ditmars Blvd,8225,2,16450
Steinway St & 19 Ave-Steinway St & 21 Ave,8226,2,16452
Steinway St & 19 Ave-43 St & Broadway,8227,2,16454
Steinway St & 19 Ave-31 St & 21 Ave,8228,2,16456
Steinway St & 19 Ave-24 Ave & 29 St,8229,2,16458
Steinway St & 19 Ave-Steinway St & Ditmars Blvd,8230,2,16460
Steinway St & 19 Ave-Steinway St & Broadway,8231,2,16462
Steinway St & 19 Ave-20 Ave & 38 St,8232,2,16464
W 37 St & 10 Ave-8 Ave & W 33 St,8233,2,16466
W 37 St & 10 Ave-W 34 St & Hudson Blvd E,8234,2,16468
W 37 St & 10 Ave-11 Ave & W 41 St,8235,2,16470
W 37 St & 10 Ave-W 43 St & 10 Ave,8236,2,16472
W 37 St & 10 Ave-Hudson Blvd W & W 36 St,8237,2,16474
W 37 St & 10 Ave-Broadway & W 38 St,8238,2,16476
W 37 St & 10 Ave-W 47 St & 10 Ave,8239,2,16478
W 37 St & 10 Ave-8 Ave & W 38 St,8240,2,16480
W 37 St & 10 Ave-9 Ave & W 39 St,8241,2,16482
W 37 St & 10 Ave-9 Ave & W 22 St,8242,2,16484
Bedford Ave & S 9 St-N 6 St & Bedford Ave,8243,2,16486
Bedford Ave & S 9 St-Broadway & Roebling St,8244,2,16488
Bedford Ave & S 9 St-Broadway & Berry St,8245,2,16490
Bedford Ave & S 9 St-Metropolitan Ave & Bedford Ave,8246,2,16492
Bedford Ave & S 9 St-S 5 Pl & S 5 St,8247,2,16494
Bedford Ave & S 9 St-Division Ave & Hooper St,8248,2,16496
Bedford Ave & S 9 St-S 3 St & Bedford Ave,8249,2,16498
Bedford Ave & S 9 St-Madison St & Clinton St,8250,2,16500
Bedford Ave & S 9 St-Wythe Ave & Metropolitan Ave,8251,2,16502
Bedford Ave & S 9 St-Grand St & Havemeyer St,8252,2,16504
Riverside Dr & W 138 St-W 120 St & Claremont Ave,8253,2,16506
Riverside Dr & W 138 St-W 116 St & Broadway,8254,2,16508
Riverside Dr & W 138 St-12 Ave & W 125 St,8255,2,16510
Riverside Dr & W 138 St-W 140 St & Riverside Dr,8256,2,16512
Riverside Dr & W 138 St-Cathedral Pkwy & Broadway,8257,2,16514
Riverside Dr & W 138 St-Riverside Dr & W 153 St,8258,2,16516
Riverside Dr & W 138 St-W 116 St & Amsterdam Ave,8259,2,16518
Riverside Dr & W 138 St-Riverside Dr & W 104 St,8260,2,16520
Riverside Dr & W 138 St-Broadway & W 133 St,8261,2,16522
Riverside Dr & W 138 St-Broadway & W 138 St,8262,2,16524
Rutgers St & Henry St-Canal St & Rutgers St,8263,2,16526
Rutgers St & Henry St-Clinton St & Grand St,8264,2,16528
Rutgers St & Henry St-Forsyth St & Grand St,8265,2,16530
Rutgers St & Henry St-Henry St & Grand St,8266,2,16532
Rutgers St & Henry St-Pike St & E Broadway,8267,2,16534
Rutgers St & Henry St-Allen St & Hester St,8268,2,16536
Rutgers St & Henry St-Madison St & Montgomery St,8269,2,16538
Rutgers St & Henry St-Market St & Henry St,8270,2,16540
Rutgers St & Henry St-Rivington St & Chrystie St,8271,2,16542
Rutgers St & Henry St-Division St & Bowery,8272,2,16544
Bank St & Washington St-West St & Chambers St,8273,2,16546
Bank St & Washington St-Morton St & Washington St,8274,2,16548
Bank St & Washington St-University Pl & E 14 St,8275,2,16550
Bank St & Washington St-8 Ave & W 16 St,8276,2,16552
Bank St & Washington St-W 4 St & 7 Ave S,8277,2,16554
Bank St & Washington St-W 20 St & 10 Ave,8278,2,16556
Bank St & Washington St-10 Ave & W 14 St,8279,2,16558
Bank St & Washington St-Christopher St & Greenwich St,8280,2,16560
Bank St & Washington St-West St & Liberty St,8281,2,16562
Bank St & Washington St-Bank St & Hudson St,8282,2,16564
Ralph Ave & Fulton St-Fulton St & Utica Ave,8283,2,16566
Ralph Ave & Fulton St-Chauncey St & Howard Ave,8284,2,16568
Ralph Ave & Fulton St-Halsey St & Ralph Ave,8285,2,16570
Ralph Ave & Fulton St-Broadway & Hancock St,8286,2,16572
Ralph Ave & Fulton St-Fulton St & Saratoga Ave,8287,2,16574
Ralph Ave & Fulton St-Sumpter St & Fulton St,8288,2,16576
Ralph Ave & Fulton St-Grove St & Broadway,8289,2,16578
Ralph Ave & Fulton St-Monroe St & Bedford Ave,8290,2,16580
Ralph Ave & Fulton St-Monroe St & Tompkins Ave,8291,2,16582
Ralph Ave & Fulton St-Patchen Ave & Bainbridge St,8292,2,16584
Center Blvd & 51 Ave-Vernon Blvd & 50 Ave,8293,2,16586
Center Blvd & 51 Ave-Jackson Ave & 46 Rd,8294,2,16588
Center Blvd & 51 Ave-44 Dr & Jackson Ave,8295,2,16590
Center Blvd & 51 Ave-45 Ave & 21 St,8296,2,16592
Center Blvd & 51 Ave-Center Blvd & 48 Ave,8297,2,16594
Center Blvd & 51 Ave-45 Rd & 11 St,8298,2,16596
Center Blvd & 51 Ave-Vernon Blvd & 47 Rd,8299,2,16598
Center Blvd & 51 Ave-27 St & Hunter St,8300,2,16600
Center Blvd & 51 Ave-9 St & 44 Rd,8301,2,16602
Center Blvd & 51 Ave-46 Ave & 5 St,8302,2,16604
E 141 St & St Ann's Ave-E 72 St & York Ave,8303,2,16606
E 141 St & St Ann's Ave-Lincoln Ave & E 138 St,8304,2,16608
E 141 St & St Ann's Ave-St Mary's St & Jackson Ave,8305,2,16610
E 141 St & St Ann's Ave-E 141 St & Jackson Ave,8306,2,16612
E 141 St & St Ann's Ave-Brook Ave & E 138 St,8307,2,16614
E 141 St & St Ann's Ave-Brook Ave & E 141 St,8308,2,16616
E 141 St & St Ann's Ave-Willis Ave & E 141 St,8309,2,16618
E 141 St & St Ann's Ave-Willis Ave & E 137 St,8310,2,16620
E 141 St & St Ann's Ave-Willis Ave & E 143 St,8311,2,16622
E 141 St & St Ann's Ave-Melrose Ave & E 150 St,8312,2,16624
Kosciuszko St & Nostrand Ave-Kosciuszko St & Tompkins Ave,8313,2,16626
Kosciuszko St & Nostrand Ave-Lewis Ave & Kosciuszko St,8314,2,16628
Kosciuszko St & Nostrand Ave-Monroe St & Tompkins Ave,8315,2,16630
Kosciuszko St & Nostrand Ave-Emerson Pl & Myrtle Ave,8316,2,16632
Kosciuszko St & Nostrand Ave-DeKalb Ave & Franklin Ave,8317,2,16634
Kosciuszko St & Nostrand Ave-Pulaski St & Marcus Garvey Blvd,8318,2,16636
Kosciuszko St & Nostrand Ave-Marcy Ave & Lafayette Ave,8319,2,16638
Kosciuszko St & Nostrand Ave-DeKalb Ave & S Portland Ave,8320,2,16640
Kosciuszko St & Nostrand Ave-Lefferts Pl & Franklin Ave,8321,2,16642
Kosciuszko St & Nostrand Ave-Greene Ave & Nostrand Ave,8322,2,16644
Plaza St West & Flatbush Ave-3 St & Prospect Park West,8323,2,16646
Plaza St West & Flatbush Ave-3 St & 7 Ave,8324,2,16648
Plaza St West & Flatbush Ave-Grand Army Plaza & Plaza St West,8325,2,16650
Plaza St West & Flatbush Ave-Prospect Park West & 8 St,8326,2,16652
Plaza St West & Flatbush Ave-West Drive & Prospect Park West,8327,2,16654
Plaza St West & Flatbush Ave-Garfield Pl & 8 Ave,8328,2,16656
Plaza St West & Flatbush Ave-Berkeley Pl & 7 Ave,8329,2,16658
Plaza St West & Flatbush Ave-Bergen St & Vanderbilt Ave,8330,2,16660
Plaza St West & Flatbush Ave-Plaza St East & Flatbush Ave,8331,2,16662
Plaza St West & Flatbush Ave-6 Ave & 9 St,8332,2,16664
South St & Whitehall St-South St & Gouverneur Ln,8333,2,16666
South St & Whitehall St-West St & Liberty St,8334,2,16668
South St & Whitehall St-South St & Broad St,8335,2,16670
South St & Whitehall St-Old Slip & South St,8336,2,16672
South St & Whitehall St-Water St &  Fletcher St,8337,2,16674
South St & Whitehall St-Little West St & 1 Pl,8338,2,16676
South St & Whitehall St-Peck Slip & South St,8339,2,16678
South St & Whitehall St-Catherine St & Monroe St,8340,2,16680
South St & Whitehall St-West Thames St,8341,2,16682
South St & Whitehall St-Spruce St & Gold St,8342,2,16684
11 Ave & Prospect Ave-Windsor Pl & Howard Pl,8343,2,16686
11 Ave & Prospect Ave-Prospect Ave & Vanderbilt St,8344,2,16688
11 Ave & Prospect Ave-West Drive & Prospect Park West,8345,2,16690
11 Ave & Prospect Ave-Prospect Park SW & 16 St,8346,2,16692
11 Ave & Prospect Ave-Prospect Park SW & Greenwood Ave,8347,2,16694
11 Ave & Prospect Ave-Prospect Park SW & 10 Ave,8348,2,16696
11 Ave & Prospect Ave-Prospect Park SW & Vanderbilt St,8349,2,16698
11 Ave & Prospect Ave-Berkeley Pl & 7 Ave,8350,2,16700
11 Ave & Prospect Ave-Prospect Ave & Greenwood Ave,8351,2,16702
11 Ave & Prospect Ave-E 8 St & Caton Ave,8352,2,16704
37 St & 24 Ave-38 St & 30 Ave,8353,2,16706
37 St & 24 Ave-Crescent St & 30 Ave,8354,2,16708
37 St & 24 Ave-31 St & Hoyt Ave N,8355,2,16710
37 St & 24 Ave-34 Ave & 38 St,8356,2,16712
37 St & 24 Ave-Steinway St & Broadway,8357,2,16714
37 St & 24 Ave-24 Ave & 29 St,8358,2,16716
37 St & 24 Ave-21 Ave & Shore Blvd,8359,2,16718
37 St & 24 Ave-20 Ave & 38 St,8360,2,16720
37 St & 24 Ave-Ditmars Blvd & 43 St,8361,2,16722
37 St & 24 Ave-Queens Plaza North & Crescent St,8362,2,16724
Broadway & Whipple St-Graham Ave & Grand St,8363,2,16726
Broadway & Whipple St-Hope St & Union Ave,8364,2,16728
Broadway & Whipple St-Throop Ave & Myrtle Ave,8365,2,16730
Broadway & Whipple St-Willoughby Ave & Tompkins Ave,8366,2,16732
Broadway & Whipple St-Stagg St & Union Ave,8367,2,16734
Broadway & Whipple St-Union Ave & Wallabout St,8368,2,16736
Broadway & Whipple St-Scholes St & Manhattan Ave,8369,2,16738
Broadway & Whipple St-Boerum St & Broadway,8370,2,16740
Broadway & Whipple St-McKibbin St & Manhattan Ave,8371,2,16742
Broadway & Whipple St-Division Ave & Hooper St,8372,2,16744
43 St & 37 Ave-39 Ave & 45 St,8373,2,16746
43 St & 37 Ave-37 Ave & 35 St,8374,2,16748
43 St & 37 Ave-43 St & Skillman Ave,8375,2,16750
43 St & 37 Ave-42 Pl & Northern Blvd,8376,2,16752
43 St & 37 Ave-48 St & Broadway,8377,2,16754
43 St & 37 Ave-50 St & Barnett Ave,8378,2,16756
43 St & 37 Ave-Crescent St & 30 Ave,8379,2,16758
43 St & 37 Ave-46 St & Queens Blvd,8380,2,16760
43 St & 37 Ave-34 Ave & 38 St,8381,2,16762
43 St & 37 Ave-W 51 St & 6 Ave,8382,2,16764
Graham Ave & Conselyea St-Richardson St & N Henry St,8383,2,16766
Graham Ave & Conselyea St-Driggs Ave & N Henry St,8384,2,16768
Graham Ave & Conselyea St-Morgan Ave & Lombardy St,8385,2,16770
Graham Ave & Conselyea St-Kingsland Ave & Nassau Ave,8386,2,16772
Graham Ave & Conselyea St-Graham Ave & Herbert St,8387,2,16774
Graham Ave & Conselyea St-Metropolitan Ave & Bedford Ave,8388,2,16776
Graham Ave & Conselyea St-Graham Ave & Grand St,8389,2,16778
Graham Ave & Conselyea St-Engert Ave & McGuinness Blvd,8390,2,16780
Graham Ave & Conselyea St-Frost St & Debevoise Ave,8391,2,16782
Graham Ave & Conselyea St-Nassau Ave & Russell St,8392,2,16784
W 52 St & 11 Ave-W 54 St & 11 Ave,8393,2,16786
W 52 St & 11 Ave-12 Ave & W 40 St,8394,2,16788
W 52 St & 11 Ave-11 Ave & W 41 St,8395,2,16790
W 52 St & 11 Ave-W 46 St & 11 Ave,8396,2,16792
W 52 St & 11 Ave-W 44 St & 11 Ave,8397,2,16794
W 52 St & 11 Ave-Broadway & W 51 St,8398,2,16796
W 52 St & 11 Ave-W 34 St & Hudson Blvd E,8399,2,16798
W 52 St & 11 Ave-W 42 St & 8 Ave,8400,2,16800
W 52 St & 11 Ave-W 42 St & Dyer Ave,8401,2,16802
W 52 St & 11 Ave-W 34 St & 11 Ave,8402,2,16804
Pier 40 - Hudson River Park-West St & Chambers St,8403,2,16806
Pier 40 - Hudson River Park-West St & Liberty St,8404,2,16808
Pier 40 - Hudson River Park-10 Ave & W 14 St,8405,2,16810
Pier 40 - Hudson River Park-12 Ave & W 40 St,8406,2,16812
Pier 40 - Hudson River Park-Little West St & 1 Pl,8407,2,16814
Pier 40 - Hudson River Park-W 22 St & 10 Ave,8408,2,16816
Pier 40 - Hudson River Park-North Moore St & Greenwich St,8409,2,16818
Pier 40 - Hudson River Park-Greenwich St & W Houston St,8410,2,16820
Pier 40 - Hudson River Park-West Thames St,8411,2,16822
Pier 40 - Hudson River Park-University Pl & E 14 St,8412,2,16824
E Mosholu Pkwy & Van Cortlandt Ave E-Marion Ave & Mosholu Pkwy,8413,2,16826
E Mosholu Pkwy & Van Cortlandt Ave E-Jerome Ave & E Mosholu Parkway S,8414,2,16828
E Mosholu Pkwy & Van Cortlandt Ave E-Botanical Sq & Webster Ave,8415,2,16830
E Mosholu Pkwy & Van Cortlandt Ave E-E 201 St & Briggs Ave,8416,2,16832
E Mosholu Pkwy & Van Cortlandt Ave E-Isham St & Broadway,8417,2,16834
E Mosholu Pkwy & Van Cortlandt Ave E-Grand Concourse & E 205 St,8418,2,16836
E Mosholu Pkwy & Van Cortlandt Ave E-10 Ave & W 202 St,8419,2,16838
E Mosholu Pkwy & Van Cortlandt Ave E-Goulden Ave & W 197 St,8420,2,16840
E Mosholu Pkwy & Van Cortlandt Ave E-Grand Concourse & E Mosholu Pkwy S,8421,2,16842
E Mosholu Pkwy & Van Cortlandt Ave E-Paul Ave & Mosholu Pkwy,8422,2,16844
Tinton Ave & E 165 St-E 163 St & Union Ave,8423,2,16846
Tinton Ave & E 165 St-Westchester Ave & Longwood Ave,8424,2,16848
Tinton Ave & E 165 St-Cauldwell Ave & E 161 St,8425,2,16850
Tinton Ave & E 165 St-3 Ave & E 169 St,8426,2,16852
Tinton Ave & E 165 St-Boston Rd & E 167 St,8427,2,16854
Tinton Ave & E 165 St-W 46 St & 11 Ave,8428,2,16856
