,id,pts,offset
W 47 St & 6 Ave-W 31 St & 7 Ave,1453,2,2906
W 47 St & 6 Ave-8 Ave & W 49 St,1454,2,2908
5 Ave & W 126 St-St. Nicholas Ave & W 126 St,1455,2,2910
5 Ave & W 126 St-Lenox Ave & W 126 St,1456,2,2912
5 Ave & W 126 St-Adam Clayton Powell Blvd & W 126 St,1457,2,2914
5 Ave & W 126 St-Mt Morris Park W & W 120 St,1458,2,2916
5 Ave & W 126 St-5 Ave & W 131 St,1459,2,2918
5 Ave & W 126 St-5 Ave & E 135 St,1460,2,2920
5 Ave & W 126 St-E 138 St & 5 Av,1461,2,2922
5 Ave & W 126 St-Lenox Ave & W 117 St,1462,2,2924
5 Ave & W 126 St-Frederick Douglass Blvd & W 117 St,1463,2,2926
5 Ave & W 126 St-E 128 St & Madison Ave,1464,2,2928
Metropolitan Ave & Flushing Ave-Wyckoff Av & Jefferson St,1465,2,2930
Metropolitan Ave & Flushing Ave-Willoughby Ave & Wyckoff Ave,1466,2,2932
Metropolitan Ave & Flushing Ave-Suydam St & St. Nicholas Ave,1467,2,2934
Metropolitan Ave & Flushing Ave-Fairview Ave & Linden St,1468,2,2936
Metropolitan Ave & Flushing Ave-Amory Ct & Metropolitan Ave,1469,2,2938
Metropolitan Ave & Flushing Ave-Willoughby Ave & Myrtle Ave,1470,2,2940
Metropolitan Ave & Flushing Ave-36 St & Ditmars Blvd,1471,2,2942
Metropolitan Ave & Flushing Ave-Bushwick Ave & Powers St,1472,2,2944
Metropolitan Ave & Flushing Ave-Central Ave & Starr Street,1473,2,2946
Metropolitan Ave & Flushing Ave-53 St & Flushing Ave,1474,2,2948
E 11 St & 1 Ave-E 11 St & 3 Ave,1475,2,2950
E 11 St & 1 Ave-4 Ave & E 12 St,1476,2,2952
E 11 St & 1 Ave-University Pl & E 14 St,1477,2,2954
E 11 St & 1 Ave-E 10 St & 2 Ave,1478,2,2956
E 11 St & 1 Ave-Broadway & E 14 St,1479,2,2958
E 11 St & 1 Ave-Cooper Square & Astor Pl,1480,2,2960
E 11 St & 1 Ave-W 13 St & 7 Ave,1481,2,2962
E 11 St & 1 Ave-W 13 St & 5 Ave,1482,2,2964
E 11 St & 1 Ave-1 Ave & E 18 St,1483,2,2966
E 11 St & 1 Ave-E 33 St & 1 Ave,1484,2,2968
E 106 St & 1 Ave-2 Ave & E 96 St,1485,2,2970
E 106 St & 1 Ave-E 103 St & Lexington Ave,1486,2,2972
E 106 St & 1 Ave-Pleasant Ave & E 116 St,1487,2,2974
E 106 St & 1 Ave-E 106 St & 2 Ave,1488,2,2976
E 106 St & 1 Ave-E 106 St & Lexington Ave,1489,2,2978
E 106 St & 1 Ave-Lexington Ave & E 120 St,1490,2,2980
E 106 St & 1 Ave-2 Ave & E 99 St,1491,2,2982
E 106 St & 1 Ave-E 106 St & Madison Ave,1492,2,2984
E 106 St & 1 Ave-2 Ave & E 29 St,1493,2,2986
E 106 St & 1 Ave-E 102 St & 1 Ave,1494,2,2988
Gerard Ave & E 146 St-River Ave & E 151 St,1495,2,2990
Gerard Ave & E 146 St-Grand Concourse & E 144 St,1496,2,2992
Gerard Ave & E 146 St-Frederick Douglass Blvd & W 145 St,1497,2,2994
Gerard Ave & E 146 St-Grand Concourse & E 156 St,1498,2,2996
Gerard Ave & E 146 St-Lenox Ave & W 140 St,1499,2,2998
Gerard Ave & E 146 St-Lenox Ave & W 144 St,1500,2,3000
Gerard Ave & E 146 St-E 150 St & Gerard Ave,1501,2,3002
Gerard Ave & E 146 St-Lincoln Ave & E 138 St,1502,2,3004
Gerard Ave & E 146 St-5 Av & W 139 St,1503,2,3006
Gerard Ave & E 146 St-E 149 St & Morris Ave,1504,2,3008
Washington St & Barrow St-West St & Chambers St,1505,2,3010
Washington St & Barrow St-Christopher St & Greenwich St,1506,2,3012
Washington St & Barrow St-West St & Liberty St,1507,2,3014
Washington St & Barrow St-Spring St & Hudson St,1508,2,3016
Washington St & Barrow St-Greenwich St & Perry St,1509,2,3018
Washington St & Barrow St-W 10 St & Washington St,1510,2,3020
Washington St & Barrow St-W 4 St & 7 Ave S,1511,2,3022
Washington St & Barrow St-Vesey Pl & River Terrace,1512,2,3024
Washington St & Barrow St-Washington St & Gansevoort St,1513,2,3026
Washington St & Barrow St-Pier 40 - Hudson River Park,1514,2,3028
Bialystoker Pl & Delancey St-Norfolk St & Broome St,1515,2,3030
Bialystoker Pl & Delancey St-Rivington St & Ridge St,1516,2,3032
Bialystoker Pl & Delancey St-Allen St & Stanton St,1517,2,3034
Bialystoker Pl & Delancey St-E 2 St & Avenue B,1518,2,3036
Bialystoker Pl & Delancey St-Columbia St & Rivington St,1519,2,3038
Bialystoker Pl & Delancey St-Clinton St & Grand St,1520,2,3040
Bialystoker Pl & Delancey St-Henry St & Grand St,1521,2,3042
Bialystoker Pl & Delancey St-Allen St & Rivington St,1522,2,3044
Bialystoker Pl & Delancey St-E 2 St & Avenue A,1523,2,3046
Bialystoker Pl & Delancey St-Grand St & Samuel Dickstein Plaza,1524,2,3048
8 Ave & W 16 St-W 20 St & 10 Ave,1525,2,3050
8 Ave & W 16 St-8 Ave & W 31 St,1526,2,3052
8 Ave & W 16 St-W 22 St & 10 Ave,1527,2,3054
8 Ave & W 16 St-W 21 St & 6 Ave,1528,2,3056
8 Ave & W 16 St-W 16 St & The High Line,1529,2,3058
8 Ave & W 16 St-E 16 St & 5 Ave,1530,2,3060
8 Ave & W 16 St-8 Ave & W 38 St,1531,2,3062
8 Ave & W 16 St-8 Ave & W 24 St,1532,2,3064
8 Ave & W 16 St-W 22 St & 8 Ave,1533,2,3066
8 Ave & W 16 St-W 15 St & 6 Ave,1534,2,3068
Classon Ave & St Marks Ave-7 Ave & Park Pl,1535,2,3070
Classon Ave & St Marks Ave-Lefferts Pl & Franklin Ave,1536,2,3072
Classon Ave & St Marks Ave-Lafayette Ave & Classon Ave,1537,2,3074
Classon Ave & St Marks Ave-Eastern Pkwy & Franklin Ave,1538,2,3076
Classon Ave & St Marks Ave-Bergen St & Flatbush Ave,1539,2,3078
Classon Ave & St Marks Ave-Bergen St & Vanderbilt Ave,1540,2,3080
Classon Ave & St Marks Ave-Grand Ave & Bergen St,1541,2,3082
Classon Ave & St Marks Ave-Monroe St & Bedford Ave,1542,2,3084
Classon Ave & St Marks Ave-Atlantic Ave & Fort Greene Pl,1543,2,3086
Classon Ave & St Marks Ave-Franklin Ave & St Marks Ave,1544,2,3088
E 201 St & Briggs Ave-Bainbridge Ave & E 196 St,1545,2,3090
E 201 St & Briggs Ave-E Mosholu Pkwy & Van Cortlandt Ave E,1546,2,3092
E 201 St & Briggs Ave-Franklin Ave & E 169 St,1547,2,3094
E 201 St & Briggs Ave-Jerome Ave & Bedford Park Blvd E,1548,2,3096
E 201 St & Briggs Ave-Marion Ave & Mosholu Pkwy,1549,2,3098
E 201 St & Briggs Ave-Paul Ave & Mosholu Pkwy,1550,2,3100
E 201 St & Briggs Ave-Valentine Ave & E 183 St,1551,2,3102
E 201 St & Briggs Ave-Grand Concourse & E 203 St,1552,2,3104
E 201 St & Briggs Ave-Jerome Ave & E Mosholu Parkway S,1553,2,3106
E 201 St & Briggs Ave-3 Ave & E 169 St,1554,2,3108
Newtown Ave & 23 St-31 St & Newtown Ave,1555,2,3110
Newtown Ave & 23 St-Crescent St & 30 Ave,1556,2,3112
Newtown Ave & 23 St-31 St & Broadway,1557,2,3114
Newtown Ave & 23 St-Astoria Park S & Shore Blvd,1558,2,3116
Newtown Ave & 23 St-38 St & 30 Ave,1559,2,3118
Newtown Ave & 23 St-Crescent St & Broadway,1560,2,3120
Newtown Ave & 23 St-31 St & Astoria Blvd,1561,2,3122
Newtown Ave & 23 St-31 St & Ditmars Blvd,1562,2,3124
Newtown Ave & 23 St-21 St & Hoyt Ave S,1563,2,3126
Newtown Ave & 23 St-27 Ave & 9 St,1564,2,3128
Barrow St & Hudson St-8 Ave & W 16 St,1565,2,3130
Barrow St & Hudson St-Bank St & Hudson St,1566,2,3132
Barrow St & Hudson St-Washington St & Gansevoort St,1567,2,3134
Barrow St & Hudson St-W 15 St & 6 Ave,1568,2,3136
Barrow St & Hudson St-University Pl & E 14 St,1569,2,3138
Barrow St & Hudson St-Greenwich Ave & 8 Ave,1570,2,3140
Barrow St & Hudson St-8 Ave & W 38 St,1571,2,3142
Barrow St & Hudson St-W 17 St & 8 Ave,1572,2,3144
Barrow St & Hudson St-Spring St & Hudson St,1573,2,3146
Barrow St & Hudson St-Carmine St & 6 Ave,1574,2,3148
48 St & Skillman Ave-48 St & 37 Ave,1575,2,3150
48 St & Skillman Ave-Skillman Ave & 43 Ave,1576,2,3152
48 St & Skillman Ave-46 St & Queens Blvd,1577,2,3154
48 St & Skillman Ave-39 Dr & 52 St,1578,2,3156
48 St & Skillman Ave-43 St & Skillman Ave,1579,2,3158
48 St & Skillman Ave-43 Ave & 47 St,1580,2,3160
48 St & Skillman Ave-45 Ave & 21 St,1581,2,3162
48 St & Skillman Ave-42 Pl & Northern Blvd,1582,2,3164
48 St & Skillman Ave-50 St & Barnett Ave,1583,2,3166
48 St & Skillman Ave-24 St & 38 Ave,1584,2,3168
57 St & 7 Ave-53 St & 4 Ave,1585,2,3170
57 St & 7 Ave-55 St & 7 Ave,1586,2,3172
57 St & 7 Ave-44 St & 6 Ave,1587,2,3174
57 St & 7 Ave-7 Ave & 41 St,1588,2,3176
57 St & 7 Ave-41 St & 4 Ave,1589,2,3178
57 St & 7 Ave-57 St & 4 Ave,1590,2,3180
57 St & 7 Ave-59 St & 5 Ave,1591,2,3182
57 St & 7 Ave-7 Ave & 40 St,1592,2,3184
57 St & 7 Ave-5 Ave & 37 St,1593,2,3186
57 St & 7 Ave-46 St & 7 Ave,1594,2,3188
Skillman Ave & 54 St-46 St & Queens Blvd,1595,2,3190
Skillman Ave & 54 St-57 St & 43 Ave,1596,2,3192
Skillman Ave & 54 St-48 St & Skillman Ave,1597,2,3194
Skillman Ave & 54 St-43 St & Skillman Ave,1598,2,3196
Skillman Ave & 54 St-Greenpoint Ave & 47 St,1599,2,3198
Skillman Ave & 54 St-61 St & 39 Ave,1600,2,3200
Skillman Ave & 54 St-31 Ave & 34 St,1601,2,3202
Skillman Ave & 54 St-53 St & Roosevelt Ave,1602,2,3204
Skillman Ave & 54 St-62 St & Northern Blvd,1603,2,3206
W 11 St & 6 Ave-W 21 St & 6 Ave,1604,2,3208
W 11 St & 6 Ave-University Pl & E 14 St,1605,2,3210
W 11 St & 6 Ave-W 15 St & 6 Ave,1606,2,3212
W 11 St & 6 Ave-E 12 St & 3 Ave,1607,2,3214
W 11 St & 6 Ave-Mercer St & Bleecker St,1608,2,3216
W 11 St & 6 Ave-Christopher St & Greenwich St,1609,2,3218
W 11 St & 6 Ave-W 18 St & 6 Ave,1610,2,3220
W 11 St & 6 Ave-W 25 St & 6 Ave,1611,2,3222
W 11 St & 6 Ave-Ave D & E 8 St,1612,2,3224
W 11 St & 6 Ave-W 20 St & 10 Ave,1613,2,3226
Fresh Pond Rd & Flushing Ave-63 St & 59 Dr,1614,2,3228
Fresh Pond Rd & Flushing Ave-Fresh Pond Rd & Eliot Ave,1615,2,3230
Fresh Pond Rd & Flushing Ave-Grand Ave & Remsen Pl,1616,2,3232
Fresh Pond Rd & Flushing Ave-60 Pl & Linden St,1617,2,3234
Fresh Pond Rd & Flushing Ave-Grand Ave & 55 St,1618,2,3236
Fresh Pond Rd & Flushing Ave-Metropolitan Ave & 65 Ln,1619,2,3238
Fresh Pond Rd & Flushing Ave-53 St & Flushing Ave,1620,2,3240
Fresh Pond Rd & Flushing Ave-51 St & 43 Ave,1621,2,3242
Fresh Pond Rd & Flushing Ave-48 St & 50 Ave,1622,2,3244
Fresh Pond Rd & Flushing Ave-35 St & Broadway,1623,2,3246
1 Ave & E 68 St-1 Ave & E 62 St,1624,2,3248
1 Ave & E 68 St-E 44 St & Lexington Ave,1625,2,3250
1 Ave & E 68 St-E 55 St & 2 Ave,1626,2,3252
1 Ave & E 68 St-E 68 St & 3 Ave,1627,2,3254
1 Ave & E 68 St-E 88 St & 1 Ave,1628,2,3256
1 Ave & E 68 St-E 84 St & 1 Ave,1629,2,3258
1 Ave & E 68 St-E 47 St & Park Ave,1630,2,3260
1 Ave & E 68 St-E 85 St & 3 Ave,1631,2,3262
1 Ave & E 68 St-E 63 St & 3 Ave,1632,2,3264
Goble Pl & Macombs Rd-Macombs Rd & Featherbed Ln,1633,2,3266
Goble Pl & Macombs Rd-Macombs Rd & W 175 St,1634,2,3268
Goble Pl & Macombs Rd-University Ave & Macombs Rd,1635,2,3270
Goble Pl & Macombs Rd-Plaza Dr & W 170 St,1636,2,3272
Goble Pl & Macombs Rd-Nelson Ave & W 172 St,1637,2,3274
Goble Pl & Macombs Rd-Walton Ave & E 171 St,1638,2,3276
Goble Pl & Macombs Rd-Featherbed Ln & Jerome Ave,1639,2,3278
Goble Pl & Macombs Rd-W 176 St & Montgomery Ave,1640,2,3280
Goble Pl & Macombs Rd-University Ave & Brandt Pl,1641,2,3282
Goble Pl & Macombs Rd-Buchanan Pl & Grand Ave,1642,2,3284
Popham Ave & W 174 St-W 176 St & Montgomery Ave,1643,2,3286
Popham Ave & W 174 St-Plaza Dr & W 170 St,1644,2,3288
Popham Ave & W 174 St-University Ave & Brandt Pl,1645,2,3290
Popham Ave & W 174 St-Featherbed Ln & Nelson Ave,1646,2,3292
Popham Ave & W 174 St-E 167 St & Bryant Ave,1647,2,3294
Popham Ave & W 174 St-University Ave & W Burnside Ave,1648,2,3296
Popham Ave & W 174 St-Jerome Ave & E 164 St,1649,2,3298
Popham Ave & W 174 St-W 107 St & Columbus Ave,1650,2,3300
Popham Ave & W 174 St-E 153 St & E 157 St,1651,2,3302
Popham Ave & W 174 St-Grand Concourse & East Mount Eden Ave,1652,2,3304
Irving Ave & Jefferson St-Beaver St & Fayette St,1653,2,3306
Irving Ave & Jefferson St-Bushwick Ave & Dekalb Ave,1654,2,3308
Irving Ave & Jefferson St-Roebling St & N 4 St,1655,2,3310
Irving Ave & Jefferson St-Suydam St & Knickerbocker Ave,1656,2,3312
Irving Ave & Jefferson St-Suydam St & Broadway,1657,2,3314
Irving Ave & Jefferson St-Knickerbocker Ave & Thames St,1658,2,3316
Irving Ave & Jefferson St-Graham Ave & Grand St,1659,2,3318
Irving Ave & Jefferson St-Irving Ave & Harman St,1660,2,3320
Irving Ave & Jefferson St-Wyckoff Av & Jefferson St,1661,2,3322
Irving Ave & Jefferson St-Willoughby Ave & Myrtle Ave,1662,2,3324
Lewis Ave & Kosciuszko St-Myrtle Ave & Lewis Ave,1663,2,3326
Lewis Ave & Kosciuszko St-Broadway & Kosciuszko St,1664,2,3328
Lewis Ave & Kosciuszko St-Kosciuszko St & Nostrand Ave,1665,2,3330
Lewis Ave & Kosciuszko St-Tompkins Ave & Hopkins St,1666,2,3332
Lewis Ave & Kosciuszko St-Broadway & Whipple St,1667,2,3334
Lewis Ave & Kosciuszko St-DeKalb Ave & Franklin Ave,1668,2,3336
Lewis Ave & Kosciuszko St-Lewis Ave & Greene Ave,1669,2,3338
Lewis Ave & Kosciuszko St-Metropolitan Ave & Meeker Ave,1670,2,3340
Lewis Ave & Kosciuszko St-Monroe St & Tompkins Ave,1671,2,3342
Lewis Ave & Kosciuszko St-Kosciuszko St & Tompkins Ave,1672,2,3344
Pacific St & Rochester Ave-Fulton St & Utica Ave,1673,2,3346
Pacific St & Rochester Ave-Boerum St & Broadway,1674,2,3348
Pacific St & Rochester Ave-Schenectady Ave & Pacific St,1675,2,3350
Pacific St & Rochester Ave-Pacific St & Ralph Ave,1676,2,3352
Pacific St & Rochester Ave-Pacific St & Utica Ave,1677,2,3354
Pacific St & Rochester Ave-Schermerhorn St & Court St,1678,2,3356
Pacific St & Rochester Ave-Pacific St & Nostrand Ave,1679,2,3358
Pacific St & Rochester Ave-Brevoort Pl & Bedford Ave,1680,2,3360
Pacific St & Rochester Ave-7 Ave & Park Pl,1681,2,3362
Pacific St & Rochester Ave-Patchen Ave & Bainbridge St,1682,2,3364
Amsterdam Ave & W 66 St-W 70 St & Amsterdam Ave,1683,2,3366
Amsterdam Ave & W 66 St-West End Ave & W 60 St,1684,2,3368
Amsterdam Ave & W 66 St-W 64 St & Thelonious Monk Circle,1685,2,3370
Amsterdam Ave & W 66 St-Amsterdam Ave & W 73 St,1686,2,3372
Amsterdam Ave & W 66 St-W 67 St & Broadway,1687,2,3374
Amsterdam Ave & W 66 St-Broadway & W 58 St,1688,2,3376
Amsterdam Ave & W 66 St-Amsterdam Ave & W 79 St,1689,2,3378
Amsterdam Ave & W 66 St-W 63 St & Broadway,1690,2,3380
Amsterdam Ave & W 66 St-W 59 St & 10 Ave,1691,2,3382
Amsterdam Ave & W 66 St-W 56 St & 10 Ave,1692,2,3384
Prospect Park W & 20 St-14 St & 5 Ave,1693,2,3386
Prospect Park W & 20 St-Windsor Pl & Howard Pl,1694,2,3388
Prospect Park W & 20 St-West Drive & Prospect Park West,1695,2,3390
Prospect Park W & 20 St-Ft. Hamilton Pkwy & E 2 St,1696,2,3392
Prospect Park W & 20 St-6 Ave & 21 St,1697,2,3394
Prospect Park W & 20 St-7 Ave & 20 St,1698,2,3396
Prospect Park W & 20 St-6 St & 7 Ave,1699,2,3398
Prospect Park W & 20 St-Central Ave & Woodbine St,1700,2,3400
Prospect Park W & 20 St-Reade St & Broadway,1701,2,3402
Prospect Park W & 20 St-19 St & 8 Ave,1702,2,3404
Steinway St & 28 Ave-31 St & Newtown Ave,1703,2,3406
Steinway St & 28 Ave-Steinway St & Broadway,1704,2,3408
Steinway St & 28 Ave-28 Ave & 35 St,1705,2,3410
Steinway St & 28 Ave-31 St & Astoria Blvd,1706,2,3412
Steinway St & 28 Ave-25 Ave & 41 St,1707,2,3414
Steinway St & 28 Ave-34 Ave & 38 St,1708,2,3416
Steinway St & 28 Ave-35 Ave & 37 St,1709,2,3418
Steinway St & 28 Ave-28 Ave & 44 St,1710,2,3420
Steinway St & 28 Ave-31 Ave & Crescent St,1711,2,3422
Steinway St & 28 Ave-31 Ave & 34 St,1712,2,3424
Atlantic Ave & Fort Greene Pl-Bergen St & Vanderbilt Ave,1713,2,3426
Atlantic Ave & Fort Greene Pl-Carroll St & 5 Ave,1714,2,3428
Atlantic Ave & Fort Greene Pl-Fulton St & Clermont Ave,1715,2,3430
Atlantic Ave & Fort Greene Pl-S Portland Ave & Hanson Pl,1716,2,3432
Atlantic Ave & Fort Greene Pl-Lafayette Ave & Ft Greene Pl,1717,2,3434
Atlantic Ave & Fort Greene Pl-Hanson Pl & Ashland Pl,1718,2,3436
Atlantic Ave & Fort Greene Pl-Fulton St & Waverly Ave,1719,2,3438
Atlantic Ave & Fort Greene Pl-5 Ave & 3 St,1720,2,3440
Atlantic Ave & Fort Greene Pl-Grand Ave & Bergen St,1721,2,3442
Atlantic Ave & Fort Greene Pl-7 Ave & Park Pl,1722,2,3444
24 St & 5 Ave-6 Ave & 21 St,1723,2,3446
24 St & 5 Ave-5 Ave & 3 St,1724,2,3448
24 St & 5 Ave-14 St & 7 Ave,1725,2,3450
24 St & 5 Ave-17 St & 5 Ave,1726,2,3452
24 St & 5 Ave-5 Ave & 41 St,1727,2,3454
24 St & 5 Ave-7 Ave & 17 St,1728,2,3456
24 St & 5 Ave-7 Ave & 22 St,1729,2,3458
24 St & 5 Ave-10 St & 5 Ave,1730,2,3460
24 St & 5 Ave-7 Ave & 20 St,1731,2,3462
24 St & 5 Ave-3 St & Prospect Park West,1732,2,3464
Sigourney St & Columbia St-Smith St & 9 St,1733,2,3466
Sigourney St & Columbia St-Smith St & 3 St,1734,2,3468
Sigourney St & Columbia St-4 Ave & 9 St,1735,2,3470
Sigourney St & Columbia St-Bergen St & Smith St,1736,2,3472
Sigourney St & Columbia St-Carroll St & Smith St,1737,2,3474
Sigourney St & Columbia St-Clinton St & Union St,1738,2,3476
Sigourney St & Columbia St-Atlantic Ave & Furman St,1739,2,3478
Sigourney St & Columbia St-Carroll St & Bond St,1740,2,3480
Sigourney St & Columbia St-Old Fulton St,1741,2,3482
Sigourney St & Columbia St-Hanson Pl & Ashland Pl,1742,2,3484
36 St & Ditmars Blvd-35 St & 23 Ave,1743,2,3486
36 St & Ditmars Blvd-25 Ave & 41 St,1744,2,3488
36 St & Ditmars Blvd-31 St & 23 Ave,1745,2,3490
36 St & Ditmars Blvd-Ditmars Blvd & 43 St,1746,2,3492
36 St & Ditmars Blvd-31 St & Ditmars Blvd,1747,2,3494
36 St & Ditmars Blvd-35 St & 21 Ave,1748,2,3496
36 St & Ditmars Blvd-21 Ave & Crescent St,1749,2,3498
36 St & Ditmars Blvd-Steinway St & 28 Ave,1750,2,3500
36 St & Ditmars Blvd-Broadway & 12 St,1751,2,3502
36 St & Ditmars Blvd-37 St & 24 Ave,1752,2,3504
Boston Rd & E 167 St-Melrose Ave & E 150 St,1753,2,3506
Boston Rd & E 167 St-Westchester Ave & Jackson Ave,1754,2,3508
Boston Rd & E 167 St-Grand Concourse & E 199 St,1755,2,3510
Boston Rd & E 167 St-Fulton Ave & E 168 St,1756,2,3512
Boston Rd & E 167 St-Franklin Ave & E 169 St,1757,2,3514
Boston Rd & E 167 St-Boston Rd & Prospect Ave,1758,2,3516
Boston Rd & E 167 St-Bergen Ave & E 152 St,1759,2,3518
Boston Rd & E 167 St-3 Ave & E 163 St,1760,2,3520
Boston Rd & E 167 St-Morris Ave & E 163 St,1761,2,3522
Boston Rd & E 167 St-Tinton Ave & E 165 St,1762,2,3524
Green St & McGuinness Blvd-Nassau Ave & Russell St,1763,2,3526
Green St & McGuinness Blvd-Vernon Blvd & 50 Ave,1764,2,3528
Green St & McGuinness Blvd-Calyer St & Jewel St,1765,2,3530
Green St & McGuinness Blvd-Knickerbocker Ave & Halsey St,1766,2,3532
Green St & McGuinness Blvd-Allen St & Stanton St,1767,2,3534
Green St & McGuinness Blvd-S 4 St & Wythe Ave,1768,2,3536
Green St & McGuinness Blvd-Meserole Ave & Manhattan Ave,1769,2,3538
Green St & McGuinness Blvd-Bedford Ave & Nassau Ave,1770,2,3540
Green St & McGuinness Blvd-McGuinness Blvd & Eagle St,1771,2,3542
Green St & McGuinness Blvd-45 Rd & 11 St,1772,2,3544
E 13 St & Avenue A-E 2 St & Avenue A,1773,2,3546
E 13 St & Avenue A-Ave A & E 11 St,1774,2,3548
E 13 St & Avenue A-University Pl & E 14 St,1775,2,3550
E 13 St & Avenue A-Broadway & E 14 St,1776,2,3552
E 13 St & Avenue A-E 2 St & Avenue B,1777,2,3554
E 13 St & Avenue A-E 13 St & 2 Ave,1778,2,3556
E 13 St & Avenue A-E 12 St & Ave C,1779,2,3558
E 13 St & Avenue A-E 2 St & Avenue C,1780,2,3560
E 13 St & Avenue A-1 Ave & E 16 St,1781,2,3562
E 13 St & Avenue A-E 9 St & Avenue C,1782,2,3564
E 4 St & Ave B-E 6 St & Avenue B,1783,2,3566
E 4 St & Ave B-Cooper Square & Astor Pl,1784,2,3568
E 4 St & Ave B-E 2 St & Avenue B,1785,2,3570
E 4 St & Ave B-E 1 St & 1 Ave,1786,2,3572
E 4 St & Ave B-Ave A & E 14 St,1787,2,3574
E 4 St & Ave B-Great Jones St,1788,2,3576
E 4 St & Ave B-E 13 St & Avenue A,1789,2,3578
E 4 St & Ave B-E 7 St & Ave B,1790,2,3580
E 4 St & Ave B-E 3 St & 1 Ave,1791,2,3582
E 4 St & Ave B-E 5 St & Avenue C,1792,2,3584
Gramercy Park N & Gramercy Park E-W 21 St & 6 Ave,1793,2,3586
Gramercy Park N & Gramercy Park E-Broadway & E 21 St,1794,2,3588
Gramercy Park N & Gramercy Park E-W 31 St & 7 Ave,1795,2,3590
Gramercy Park N & Gramercy Park E-E 15 St & 3 Ave,1796,2,3592
Gramercy Park N & Gramercy Park E-Broadway & E 19 St,1797,2,3594
Gramercy Park N & Gramercy Park E-E 20 St & FDR Dr,1798,2,3596
Gramercy Park N & Gramercy Park E-E 20 St & Park Ave,1799,2,3598
Gramercy Park N & Gramercy Park E-Broadway & W 25 St,1800,2,3600
Gramercy Park N & Gramercy Park E-University Pl & E 14 St,1801,2,3602
Gramercy Park N & Gramercy Park E-1 Ave & E 18 St,1802,2,3604
Columbus Ave & W 103 St-Columbus Ave & W 95 St,1803,2,3606
Columbus Ave & W 103 St-W 100 St & Manhattan Ave,1804,2,3608
Columbus Ave & W 103 St-W 84 St & Columbus Ave,1805,2,3610
Columbus Ave & W 103 St-Columbus Ave & W 72 St,1806,2,3612
Columbus Ave & W 103 St-W 95 St & Broadway,1807,2,3614
Columbus Ave & W 103 St-W 107 St & Columbus Ave,1808,2,3616
Columbus Ave & W 103 St-Frederick Douglass Blvd & W 112 St,1809,2,3618
Columbus Ave & W 103 St-E 102 St & Park Ave,1810,2,3620
Columbus Ave & W 103 St-W 89 St & Columbus Ave,1811,2,3622
Columbus Ave & W 103 St-W 110 St & Amsterdam Ave,1812,2,3624
Cedar St & Myrtle Ave-Cedar St & Evergreen Ave,1813,2,3626
Cedar St & Myrtle Ave-Stockholm St & Wilson Ave,1814,2,3628
Cedar St & Myrtle Ave-Albany Ave & Fulton St,1815,2,3630
Cedar St & Myrtle Ave-69 St & 43 Ave,1816,2,3632
Cedar St & Myrtle Ave-Central Ave & Himrod St,1817,2,3634
Cedar St & Myrtle Ave-Van Buren St & Broadway,1818,2,3636
Cedar St & Myrtle Ave-Bushwick Ave & Forrest St,1819,2,3638
Cedar St & Myrtle Ave-Willoughby Ave & Myrtle Ave,1820,2,3640
Cedar St & Myrtle Ave-Prospect Park West & 8 St,1821,2,3642
Cedar St & Myrtle Ave-Onderdonk Ave & Dekalb Ave,1822,2,3644
Tiebout Ave & E 184 St-Valentine Ave & E 183 St,1823,2,3646
Tiebout Ave & E 184 St-Jerome Ave & W Fordham Rd,1824,2,3648
Tiebout Ave & E 184 St-E Fordham Rd & Webster Ave,1825,2,3650
Tiebout Ave & E 184 St-E 188 St & Creston Ave,1826,2,3652
Tiebout Ave & E 184 St-Decatur Ave & E 197 St,1827,2,3654
Tiebout Ave & E 184 St-Walton Ave & E 183 St,1828,2,3656
Tiebout Ave & E 184 St-Wadsworth Ave & W 179 St,1829,2,3658
Tiebout Ave & E 184 St-W 87 St & Amsterdam Ave,1830,2,3660
Tiebout Ave & E 184 St-Tiebout Ave & E Fordham Road,1831,2,3662
St. Nicholas Ave & W 126 St-St Nicholas Ave & W 134 St,1832,2,3664
St. Nicholas Ave & W 126 St-Amsterdam Ave & W 136 St,1833,2,3666
St. Nicholas Ave & W 126 St-Park Ave & E 124 St,1834,2,3668
St. Nicholas Ave & W 126 St-Convent Ave & W 135 St,1835,2,3670
St. Nicholas Ave & W 126 St-Lenox Ave & W 126 St,1836,2,3672
St. Nicholas Ave & W 126 St-Edgecombe Ave & W 141 St,1837,2,3674
St. Nicholas Ave & W 126 St-Adam Clayton Powell Blvd & W 126 St,1838,2,3676
St. Nicholas Ave & W 126 St-Adam Clayton Powell Blvd & W 132 St,1839,2,3678
St. Nicholas Ave & W 126 St-St Nicholas Ave & Manhattan Ave,1840,2,3680
St. Nicholas Ave & W 126 St-Frederick Douglass Blvd & W 117 St,1841,2,3682
Sullivan St & Washington Sq-University Pl & E 14 St,1842,2,3684
Sullivan St & Washington Sq-E 4 St & 2 Ave,1843,2,3686
Sullivan St & Washington Sq-8 Ave & W 16 St,1844,2,3688
Sullivan St & Washington Sq-Cooper Square & Astor Pl,1845,2,3690
Sullivan St & Washington Sq-E 5 St & Cooper Sq,1846,2,3692
Sullivan St & Washington Sq-E 2 St & Avenue B,1847,2,3694
Sullivan St & Washington Sq-1 Ave & E 6 St,1848,2,3696
