station_id,x,y
c3189056-8eda-4278-891f-e8e15c2d759a,0,0.1912168759417469
3e1bdcec-e762-4e83-b447-007f05923cce,0,0.5788857860371613
517409d3-a94a-4140-a6de-ff0de9221ed2,0,0.7410025113008517
66dce9b5-0aca-11e7-82f6-3863bb44ef7c,0,0.29614067302864344
66dbcbbc-0aca-11e7-82f6-3863bb44ef7c,0,0.30120333500754665
ba33c334-e17d-4478-ae3c-9c2f4dbfbb51,0,0.41102963335008724
66de2b2f-0aca-11e7-82f6-3863bb44ef7c,0,0.17817659467606245
6cd10426-b4e9-40e1-9b35-61f609190ac0,0,0.5535622300351706
ffae66ec-7c16-436f-bd0a-eedf81d580e7,0,0.9770969362129408
66dd539f-0aca-11e7-82f6-3863bb44ef7c,0,0.6164126569563085
5df99c28-7b2c-4e32-9c4f-bd32113d85c1,0,0.2302464536133792
0fa27bd7-b182-4e7a-b5bb-90f4249cb368,0,0.5200554495228682
42c3bb6e-0478-4e4a-af10-151f5f4dffb9,0,0.3725364138623946
66dd26f9-0aca-11e7-82f6-3863bb44ef7c,0,0.46720241084881653
cf1a96a7-f695-4ba2-bcf2-899552e21e47,0,0.17677548970367257
66dc3ab9-0aca-11e7-82f6-3863bb44ef7c,0,0.35244853842291674
66db3687-0aca-11e7-82f6-3863bb44ef7c,0,0.269186017076849
498d7e8e-5164-4f26-9ce6-399947d73b1a,0,0.29321948769461786
66dcc0b2-0aca-11e7-82f6-3863bb44ef7c,0,0.2278111501757904
66dde76a-0aca-11e7-82f6-3863bb44ef7c,0,0.6217780010045291
66dc7ba2-0aca-11e7-82f6-3863bb44ef7c,0,0.38574324460069653
2ebbe93b-a013-464a-b4a5-0eba96f89676,0,0.2723656454043163
ec42fb3a-af54-46aa-a8b3-b17d72ed4475,0,0.5243206428930286
18415ea7-efce-408d-bcb9-4693fb088dda,0,0.30929703355423666
66de1fe7-0aca-11e7-82f6-3863bb44ef7c,0,0.16786418884984322
f401cd5f-cb41-41f8-a857-4a4dfe778f94,0,0.27433450527372544
0dd71c6d-11ee-4ad4-ba99-36b9ad36112c,0,0.15969864389754948
1786700154621508184,0,0.37896534404821575
d11b9869-8964-4b79-aafc-4b60ad1b44c4,0,0.26767654445004113
f62526d4-9c6a-4c76-be76-c64b5be669d2,0,0.559847312908087
66dcc8b3-0aca-11e7-82f6-3863bb44ef7c,0,0.24457671521850338
f3782e27-c49a-4ee9-b188-0c13cad54688,0,0.7202457767682224
47da6ab2-c841-4f2d-97ef-dd8d441c96b1,0,0.9122627825213365
66dd217d-0aca-11e7-82f6-3863bb44ef7c,0,0.41086891009541887
19b61564-7629-41b4-80c8-1756135a5442,0,0.74939226519337
457ea5d7-d643-4028-87db-46dee0b81555,0,0.37121044701154476
64f0f28c-bedc-42d5-b107-ecdd48fc30cd,0,0.5094621612368896
66de12ff-0aca-11e7-82f6-3863bb44ef7c,0,0.668495429432433
66880044-5411-4143-af39-eaa0a0fd0528,0,0.6877769964841736
c2d549f8-f54c-4a0d-9ecd-6e6f79118279,0,0.2657759919638553
068b919c-f649-4091-8e12-ccf37191cad5,0,0.8113189352084275
d73e26de-8534-4b46-a321-3cae295ef9b2,0,0.8420130587644474
12279d2b-29f6-4e02-a7f0-244970f7edd5,0,0.4810672024108484
180b83a0-329c-4069-87be-df862cb1baed,0,0.03474033149173578
a4d041fd-c5fa-4f52-800c-25d7a661a875,0,0.7276946258161665
66dbc420-0aca-11e7-82f6-3863bb44ef7c,0,0.33032683073833063
ed279ef2-52ee-4ff2-9a52-edd8137ea034,0,0.43288777370754655
66db3053-0aca-11e7-82f6-3863bb44ef7c,0,0.32689072827725424
b4f990dd-36bb-46b3-9eea-4b980bd43c2d,0,0.922370668006027
66dce8db-0aca-11e7-82f6-3863bb44ef7c,0,0.29851483676544444
579e583e-60ab-4f2a-83d0-fabebddfcd0f,0,0.9188267202410677
e9575102-1081-4c30-8d15-ea95913579e2,0,0.16600703164240505
81bec993-29a5-4e70-8f60-eecdf16c7be4,0,0.28834988240647613
bfe5e69d-89ff-48b3-bf20-80cbdfa443e0,0,0.3951774420229219
66de2707-0aca-11e7-82f6-3863bb44ef7c,0,0.5277087672260848
d2b23c87-b7c3-48c2-a634-db4b76ecbcf7,0,0.17404319437468146
1b00fb53-da32-4b14-9a9a-84a391c8951c,0,0.7041281767955696
292ad4f3-9fb0-44ec-9e61-613c711f73c1,0,0.1840658965344134
66dc292c-0aca-11e7-82f6-3863bb44ef7c,0,0.4892036966348594
59df3823-0369-4a10-8132-05df34a170af,0,0.24168357609242147
93da4d1b-d574-45b0-85d7-5b82e2887267,0,0.028560522350586374
90b141b9-c39f-4a26-a32d-08c7d1474d52,0,0.7360401808136546
566a6389-5c22-49ca-8c24-4d9eea135170,0,0.0362551481667746
4e747443-d481-4aea-a6d1-cf20204af4ba,0,0.8236825715720824
c602146e-d69d-43b6-9e8f-054c4df5377e,0,0.7447140126616059
d470e82e-d109-4e2e-b66a-f5e944cbfe97,0,0.14117528879961092
66dd3d7f-0aca-11e7-82f6-3863bb44ef7c,0,0.5373918774301153
66db41bf-0aca-11e7-82f6-3863bb44ef7c,0,0.39730378704168745
b896d83d-5524-4c9c-a2aa-c1b0edaadc22,0,0.8160924158714071
a45a712c-1e3d-4fee-bef8-adafafd80670,0,0.4388749372174779
29a41b09-698f-43e2-82ff-f94f73e74841,0,0.07685384229032306
8d650b03-920d-4d44-a48f-8d9a1a0ba264,0,0.8964433359548389
1d3a8670-09b3-4127-b750-af5311e565f0,0,0.8409442491210384
b371c432-b682-412f-9b85-8df84ce7a9f3,0,0.7437147162230057
6542d952-ca19-410e-9290-ee6b7a6e14cf,0,0.9432245102963286
8caf71df-76c3-43fb-be98-d555d2291460,0,0.18504791562029868
faf98f78-51ab-4248-b7e7-f402902385a6,0,0.46604630396623264
645e4365-653f-48ce-bc15-5fcc287be56f,0,0.36863294471443114
66dced76-0aca-11e7-82f6-3863bb44ef7c,0,0.30482476247743207
66dd056e-0aca-11e7-82f6-3863bb44ef7c,0,0.33589593169261434
66de2274-0aca-11e7-82f6-3863bb44ef7c,0,0.5601671521848299
